,360ONE,3MINDIA,AARTIIND,AAVAS,ABB,ABBOTINDIA,ABCAPITAL,ABFRL,ABREL,ABSLAMC,ACC,ACE,ADANIENSOL,ADANIENT,ADANIGREEN,ADANIPORTS,ADANIPOWER,AFFLE,AIAENG,AJANTPHARM,AKZOINDIA,ALKEM,ALKYLAMINE,ALOKINDS,AMBER,AMBUJACEM,ANANDRATHI,ANANTRAJ,ANGELONE,APARINDS,APLAPOLLO,APLLTD,APOLLOHOSP,APOLLOTYRE,APTUS,ASAHIINDIA,ASHOKLEY,ASIANPAINT,ASTERDM,ASTRAL,ASTRAZEN,ATGL,ATUL,AUBANK,AUROPHARMA,AWL,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BALKRISIND,BALRAMCHIN,BANDHANBNK,BANKBARODA,BANKINDIA,BASF,BATAINDIA,BAYERCROP,BDL,BEL,BEML,BERGEPAINT,BHARATFORG,BHEL,BLS,BSE,DMART,MAHABANK,ENGINERSIN,ERIS,ESCORTS,ETERNAL,EXIDEIND,FACT,FEDERALBNK,FINCABLES,FINPIPE,FIVESTAR,FLUOROCHEM,FORCEMOT,FORTIS,FSL,GAIL,GESHIP,GICRE,GILLETTE,GLAND,GLAXO,GLENMARK,GMDCLTD,GMRAIRPORT,GODFRYPHLP,GODREJAGRO,GODREJCP,GODREJIND,GODREJPROP,GPIL,GRANULES,GRAPHITE,GRASIM,GRAVITA,GRSE,GSPL,GUJGASLTD,GVT&D,MEDANTA,NYKAA
BANDHANBNK,0.18953699885610564,0.1419551304620056,0.3536660438707035,0.21193334927462176,0.27750220691890265,0.14888855183613214,0.44676711268378955,0.1978778874301581,0.30672996801062163,0.3338223854422783,0.37655646222956424,0.27840878739320757,0.25612899753285656,0.3383300849583103,0.23311887041032123,0.3697740435158874,0.2851174802256691,0.30171157527807524,0.18050538635905322,0.13309140503475742,0.16137934787404676,0.17945416072139886,0.3048799150536902,0.2763961813759079,0.22417518867283873,0.3401169547218909,0.09628007996245254,0.30251401305614295,0.2839702982211219,0.17429276003117877,0.17198772296800435,0.2030692299435783,0.17728981879981093,0.2623551252965415,0.2544964830040986,0.2163407560101396,0.37872723223498633,0.19868298475382729,0.11186727758264639,0.28696432591713306,0.06010436446069704,0.25738364383438844,0.3157957319906567,0.3192982658449313,0.21111379896258103,0.32176746735346,0.3038081938443494,0.2268351722514059,0.3485350635035265,0.18494667666724648,0.31808502898131724,0.27935143635791226,0.3454139835140517,1.0,0.46413954971254917,0.4232956183171362,0.19652140727585082,0.2526368104127739,0.21824487636397916,0.2533322743211425,0.37326239315159326,0.29283054262011343,0.18463194928445378,0.3959400140438157,0.37547385578098136,0.28030656328920417,0.24887241276496755,0.1115078026777741,0.42461928604412297,0.35240328439046087,0.1557386541907012,0.235090082223787,0.21843850813744536,0.34197640125543755,0.2849838389428637,0.3520334528760939,0.2577977999785486,0.25988687877090993,0.2006466422056832,0.189672694081673,0.24920757478736494,0.15317060535237217,0.2756468369631645,0.348934974339044,0.2591366739923908,0.33439105087072835,0.0904322418368322,0.1178990677009703,0.19590665141139396,0.22160425311916096,0.34285837592249735,0.3693886391914218,0.1281586236614098,0.28497650641380196,0.07905217657797035,0.18404827169133342,0.37495520101456153,0.08391732913113074,0.31492104962301387,0.3284745414976277,0.29151947370104536,0.2735516414593301,0.27902461265526357,0.1592875484404581,0.3136622950664288,0.15125570361897048,0.18237371322269566,0.16889209937738545
BANKBARODA,0.23255045144708397,0.20010978274630775,0.3703261130952696,0.1771358665180653,0.37508671732145954,0.14810465573510645,0.5000600287025888,0.17888770500588044,0.3308831860510511,0.3644822298035034,0.5551163679254566,0.31837807884122427,0.31945870916261837,0.42980014352610485,0.307019586030504,0.5422135667891942,0.3438837813977114,0.3102950883323246,0.13954565230813876,0.13367616255309095,0.16801383687549987,0.16407940095964615,0.24840024805281394,0.2537865654197899,0.2506056945133311,0.5344517500970055,0.13919470647166687,0.3746548614763545,0.36377806603976254,0.1539581675820175,0.2426455427513435,0.1948063908759038,0.19480487935482815,0.2950579299685579,0.23862329742140145,0.22465719676837856,0.4201628070941643,0.15893615647237597,0.15348704643522035,0.3067173050978204,0.09565937112854925,0.3220983937070413,0.2854293786035481,0.21673218935365104,0.22371917372331912,0.2952990380995269,0.423096973994179,0.21269472736230266,0.3792570190042325,0.13253067731895524,0.30561343753959097,0.2515554687688503,0.3451352505857923,0.46413954971254917,1.0,0.6125306613093243,0.20330377469473263,0.2449398323889962,0.18635468607448877,0.31831498405565356,0.525585455383783,0.3811324946421646,0.23991099507540445,0.4076216430385205,0.5120503377387596,0.29382975446499654,0.27482679343898825,0.057778096958525905,0.5717987857931855,0.4324077580266576,0.17573748339109221,0.27842714452253764,0.19676426666165495,0.3798099174499572,0.2642676801538062,0.49904439554817975,0.29453088856975324,0.3164252015339956,0.17648519874385155,0.24861046465673253,0.24000674495337795,0.16838453091183456,0.28004125320587486,0.5011251650935772,0.27427569677209346,0.3518999627162232,0.13941564449075655,0.12153603561220251,0.18793830337430942,0.2546636112990258,0.3665259033693012,0.4093106233455727,0.21048463933010508,0.25576887933384174,0.10498670585325956,0.18614777921977138,0.422006566091906,0.0789383460504945,0.3363614745126071,0.3142679004859841,0.34516363376325254,0.2766567880880736,0.27607125331595767,0.21783909234377113,0.3368541889830477,0.2074789345376483,0.21955679549402177,0.15739641992793643
BANKINDIA,0.22635055232650825,0.16071024084103105,0.3431322389984973,0.171764957533997,0.26968195279440804,0.12444419381392287,0.4693504469551875,0.19010745629081613,0.3677303332060401,0.3289735380099463,0.41359865081278263,0.3394621376994816,0.3164756789596928,0.37689166525863504,0.2975063352031685,0.4231190747793354,0.3253003029813431,0.2914168176545993,0.14372631432356445,0.1212870541958386,0.16139408538780198,0.1485607151133072,0.23991580489218753,0.2849679051551944,0.21108451190103597,0.410075640384633,0.10476429300365635,0.2942179895245383,0.3469730473638119,0.16322558962237424,0.26778443242435257,0.23057317729979293,0.16486197927555565,0.27522397886948363,0.2203118065773962,0.2081461578865313,0.3476633823791948,0.13773405970285063,0.13807057167840417,0.25644143456168444,0.11150122259466388,0.31401530338638317,0.24172862401161682,0.20732044912261283,0.1563486297244857,0.3348151039307212,0.3498596740461734,0.17863722515321717,0.2732320928392735,0.09515469859038875,0.25533271175729083,0.21824596762898008,0.3420263546804641,0.4232956183171362,0.6125306613093243,1.0,0.19856085530853382,0.1712882080361771,0.1283281712649565,0.3431548976799911,0.4373472475191839,0.3587959386730883,0.14991593570023448,0.3466813675397854,0.4243724026988336,0.27977796502328767,0.2427788261070492,0.07365113935657197,0.6343618612014869,0.41842374002139915,0.18743141738526525,0.271567138088901,0.22351957564383773,0.32075629148796564,0.3155376929070638,0.4235903458832665,0.314254039736015,0.29956772697084055,0.1903319332347677,0.203712404014364,0.24664713609297723,0.1210246074770649,0.22306312351417956,0.40767083006168775,0.2452392406182805,0.33352757703383706,0.09711964372916626,0.13349427972511,0.17685553457972353,0.22411133836830188,0.395528812186726,0.34948135063055175,0.1869670708277019,0.2632019781713853,0.09594040194173223,0.17781091750670047,0.30934173850690166,0.10868777020858003,0.2690452330601397,0.30621958772266805,0.28800459961527297,0.2543065550275046,0.35027484058604336,0.18145452401852752,0.292091171300383,0.19018116947717545,0.17801362660585343,0.19407158511302866
BASF,0.12724276367916787,0.10666429606482848,0.33146014346507474,0.16591739116421905,0.2704870145452257,0.12339547949754856,0.21560732819241898,0.11223346048763698,0.23530687310665102,0.22709772485007376,0.23791479860953654,0.1942967421776868,0.20091985662460654,0.2132025751399324,0.2266122942212925,0.20522393715423895,0.23030846693199275,0.19763163073905465,0.13278476509253312,0.1789549535845432,0.27379266923440926,0.16366829305432118,0.22460875684523937,0.2088372966483816,0.12989922220569133,0.20935441995471904,0.08174051414708752,0.2549117285892397,0.19169497957000628,0.13786205295216228,0.22304650252726016,0.24321645189792135,0.1492204745942746,0.20958493493026167,0.15817054660023058,0.1698556736446592,0.20584019163689193,0.11766718203912177,0.1156045704719856,0.19902600905369597,0.07764693968843539,0.18655276311135885,0.28801273182520826,0.06495498374075347,0.1771517076137432,0.2348071658912689,0.10676633482678262,0.13659997518683334,0.12158379943584488,0.07640822041269876,0.07496736859307095,0.13960939408534,0.24657982865722947,0.19652140727585082,0.20330377469473263,0.19856085530853382,1.0,0.10407191791657655,0.2368938368813372,0.1879825760569682,0.2613734116704084,0.21602338409574984,0.1098789716893497,0.2364752910053541,0.29091835202008487,0.19125615649589423,0.1516944286052706,0.08226452763553838,0.20836501392418832,0.2292708358055408,0.16485523602242,0.1957991173399293,0.10234599067083336,0.27459447856219,0.23603929658071174,0.22899173291216735,0.16883075731458677,0.22534245942868592,0.14030099076192512,0.21905878298261067,0.18948938342199714,0.08482631155134368,0.18134987291269444,0.2943491365505425,0.2569813121373119,0.13594355611478073,0.18496236317668763,0.08483924127096143,0.16100330354678125,0.18078966583723802,0.2306526732602531,0.2190818976726167,0.15700511151846325,0.24823176617896242,0.03599740498912356,0.03247857048326098,0.21407775534700405,0.0687938458337196,0.2390221948265716,0.2602833092150429,0.16665541418779986,0.1748669821771156,0.14803993984085292,0.17899952012738743,0.23408176292559588,0.09602365304567527,0.16767953692157622,0.16142549521820534
BATAINDIA,0.15781506434242773,0.15499069004144847,0.2870341537488338,0.07506262728937127,0.1933530039589315,0.09624352715644512,0.24542070701051497,0.12249220419737639,0.23655818662536354,0.23869957624720503,0.2646529517286604,0.20129255733080756,0.19621709778110097,0.18242807295128613,0.17892983268477003,0.23690471366977517,0.1645088158888152,0.22361650507385716,0.13324312639503422,0.14437436771736153,0.13252883896040815,0.08122816418506497,0.1989020472965123,0.164847318860258,0.20135095056509256,0.24935780863251836,0.08387479717209739,0.2501231119012809,0.22629355663242098,0.1841132153245892,0.1454357081467127,0.16376742805662559,0.18366481502704096,0.2858958106078938,0.17113094263201245,0.1467836662707091,0.2680279387233546,0.2790282882492438,0.0929289163333143,0.2536955515401211,0.13767797405727258,0.149829132494684,0.22785870140972092,0.122026534561534,0.11933583564403084,0.17195657148684898,0.21469835906790616,0.23431606740568417,0.22254076730255712,0.14492822442582998,0.2286267062795591,0.2469016435519026,0.2660311945106248,0.2526368104127739,0.2449398323889962,0.1712882080361771,0.10407191791657655,1.0,0.1514215316778153,0.1437228368910393,0.23917298797517103,0.22379170988766203,0.25918125297409467,0.2073166880578106,0.22778110601689658,0.21445137883657545,0.14413904421629273,0.19130095587967497,0.21086316759729917,0.237283164141631,0.1859679869531221,0.2499937495687583,0.1740617748559703,0.28330810716310384,0.22544753673036266,0.21303678917980406,0.1935470022824755,0.2605189770166554,0.07238402549635098,0.1516522266931062,0.1466654201228316,0.1365955049903578,0.22496461780577667,0.2117508743539452,0.25025141073380275,0.2087502300601212,0.1539723629254172,0.12314957554133023,0.15189751601288606,0.15222422477401346,0.20363703995713375,0.23350048290410358,0.11516568806323427,0.2618677795709444,0.19891276958305312,0.17169265505693224,0.26158007650001386,0.07891156753332008,0.20213135754866635,0.17345853586167673,0.24848639773138725,0.18684784987759553,0.18008475058445172,0.10257341558407479,0.2493698210997234,0.07251324764151838,0.1626328580295362,0.14703587281257485
BAYERCROP,0.17973352206024762,0.15806192947363687,0.20880418516044014,0.13636875155903666,0.17065838558831195,0.13835679882027604,0.14453944376232658,0.10568880427254514,0.22421122692824555,0.15057534624493227,0.14231216083879103,0.16236240921521716,0.10635785096703489,0.09130751236690841,0.10823465914234819,0.15255088139086634,0.08987136404195693,0.18436877111753386,0.18832352244891834,0.11648624842739906,0.12116417894070822,0.13041007338880117,0.2418870282602583,0.22154419905026707,0.18200913722992898,0.10223936017783793,0.07494332000482815,0.19431733518343225,0.15185792321909944,0.11798575440748524,0.17662467651210167,0.19381840906836606,0.1901519731505168,0.13512573745383985,0.12331175199387397,0.15821529589363867,0.13539515832089194,0.14992311252447857,0.12441782440966671,0.10685780274658652,0.061240439290480765,0.09298021914870834,0.2483692106988436,0.06853155345536978,0.14671353020615882,0.13154024076341195,0.09549454005020314,0.12421817070622346,0.14482744506393122,0.07963123202262089,0.11861541384898372,0.18138322780824462,0.14784781613696607,0.21824487636397916,0.18635468607448877,0.1283281712649565,0.2368938368813372,0.1514215316778153,1.0,0.17303548969746008,0.22644831592331777,0.1828653638995654,0.1506069293039609,0.14778958251025995,0.2092002038194934,0.23537634400979643,0.09021531961373654,0.10200973392151574,0.16650074525142103,0.18880498772008963,0.21230808329237788,0.14695141527367875,0.09441709991456393,0.17451733827999877,0.19927420360566145,0.11785792149112588,0.09763385562965002,0.19151120595531126,0.08196602972315235,0.14606490828918128,0.1256622101428806,0.12236812888231184,0.15178281176138145,0.1955735442443317,0.2011341692004339,0.15334072231698118,0.1616543100550977,0.16056925166103567,0.22498771051138067,0.1459074912602738,0.1826847430587434,0.1642121093763431,0.11724628747931032,0.12730486847054895,0.09410615305983742,0.08572226945530444,0.17315657826890207,0.09301320146685983,0.22850907449746094,0.13508715582568762,0.220705799468439,0.1831421909874549,0.17976309648959618,0.1896364600226035,0.238735451066968,0.1426958729678363,0.13420620659305718,0.10987904329357706
BDL,0.18731951454652448,0.18740125365955404,0.26174068369586173,0.09023150329716423,0.3183155198285099,0.08824270592580938,0.2998081061395163,0.10125159403456686,0.3409790591246218,0.23264655787519103,0.2821067877286587,0.2825852816011618,0.27336034460985403,0.20732702876401166,0.1950263702988172,0.25350461186431794,0.2612812366410053,0.3204815169413856,0.19756871867560613,0.08990844827769805,0.20436062897880708,0.14821268310315058,0.22344669498833752,0.22484692659290742,0.22210592842174076,0.26106654860264505,0.098468236482745,0.3282748518037158,0.3086918914774813,0.25431820988732606,0.2847440751728063,0.18344614902734954,0.18045139493328496,0.19447684009031865,0.16603678039104416,0.2044810655895789,0.28337894546258824,0.10754391499144357,0.11831490240257365,0.22793862992367592,0.1349387642130985,0.2299959824629189,0.19625158364931955,0.0909504502114369,0.14486978919286703,0.20541814841434003,0.12883080809572986,0.17930998111426716,0.12003820771311152,0.06890436675154062,0.09508330327771308,0.23041079557413163,0.21903756413268455,0.2533322743211425,0.31831498405565356,0.3431548976799911,0.1879825760569682,0.1437228368910393,0.17303548969746008,1.0,0.5897073663730947,0.46803010711151577,0.10624696858919809,0.40134058207726636,0.43769628767079005,0.2987337825957152,0.228745432081063,0.08819710982714363,0.34061608060787113,0.38817467170830233,0.16266754724789928,0.28233536818036786,0.13650656133869205,0.32154643138659983,0.2727321217613081,0.19703417339636572,0.33059609215933256,0.2868266661523492,0.1291395471540425,0.18585635875843917,0.25124114262669317,0.16888288413757202,0.22226275746687313,0.3541145736296212,0.2864929994061167,0.3384552406414657,0.07788054007568446,0.11652582008931324,0.23802827741411736,0.18176742300234255,0.30476167784163866,0.33491962650407686,0.14968041864515969,0.21026348921282942,0.09524525581351938,0.1356811301443103,0.24993088950356324,0.09915066500937449,0.28760551087404834,0.284546184786648,0.22242522060063302,0.23583749473230595,0.5957419225356174,0.203782474872404,0.2949135418031641,0.23966146418965512,0.12222490525545608,0.16067086727717364
BEL,0.24326788918343323,0.1964851607944149,0.346339915610972,0.20604438820680546,0.48862830856482675,0.14639654432221125,0.4427447636763022,0.1793441208870251,0.39345027263268423,0.375511281125196,0.48855795619751824,0.36802959421232867,0.3622985419461348,0.3440862878786674,0.35409925518516583,0.4817788865875979,0.37075061726247754,0.3842240491275741,0.18051339827662863,0.11917697851708924,0.18669706368655029,0.21977513722386977,0.2481773859463655,0.26731073087875734,0.23293353589048366,0.46204261813429254,0.17029737290626132,0.44082943613534165,0.3430443904403184,0.27543632808006674,0.371618516003925,0.20957575166158876,0.229359207948069,0.30193095808499526,0.2494190739431152,0.2589102892537202,0.4448585330262218,0.16766115876546242,0.18018209186396594,0.281120118307329,0.15823216000356627,0.34829160893024774,0.31763489426561314,0.14006858192178978,0.28225303467729174,0.3215994666789314,0.30426892312059634,0.2081836291115339,0.25333806995442754,0.1494652443573749,0.2161979757695832,0.3344365027934753,0.35286425652302306,0.37326239315159326,0.525585455383783,0.4373472475191839,0.2613734116704084,0.23917298797517103,0.22644831592331777,0.5897073663730947,1.0,0.5278442402277759,0.2001766721190221,0.4744047961323086,0.6533073394486317,0.3489067394274782,0.2723972923606796,0.07862551766109595,0.45245965185923964,0.5246815867524597,0.2058786183268051,0.3513253876770606,0.18690273549124503,0.4254577230757768,0.31335797259463766,0.37776519081257337,0.3188974960662648,0.30481537310025847,0.18120798321747913,0.2925782757624414,0.28055417405990807,0.23871323657420332,0.2922349749602714,0.5783533495522702,0.3845660214766624,0.3531378909141846,0.1311443896781952,0.12606222528346664,0.24116723464119805,0.29220975109199576,0.4110345075805589,0.5065639991442916,0.16678105436637583,0.2811781033694373,0.08438678156189211,0.18351226866578008,0.45850491083768413,0.09927868104341424,0.38251296991126693,0.3865058351105608,0.32981083543476264,0.27284249628941576,0.4843633860168622,0.24337470920149917,0.39897205204636726,0.25693431022962804,0.2023082713906695,0.192761430590874
BEML,0.21947576115754783,0.1921459329091393,0.30586707896143683,0.13046464810175623,0.3812638675054479,0.06996156645098404,0.36062341039358226,0.1327671125242164,0.3572705146351053,0.34858011118673227,0.35190585882266917,0.34521179067853663,0.262935238010499,0.27828778228326917,0.2434307004384534,0.3385145418353453,0.2531187463273398,0.29787323482296324,0.19197799317988187,0.08235775135052992,0.2117136016544332,0.13210129880421959,0.23665514860942014,0.2762684403656729,0.26707860702232605,0.33651212817390946,0.19584553081930361,0.3845496981139729,0.3411238330387641,0.194657807599038,0.30056737102296155,0.20234609510938095,0.1547443445888523,0.22836956946108397,0.18951280282024122,0.19101835502121,0.32803516374435693,0.15945825323140786,0.14649965498454506,0.30513125471562,0.16073500637031243,0.2483624813530499,0.23926304378961513,0.08224563374805226,0.16918838962149013,0.2264758978166108,0.21294679447357995,0.2272665867413539,0.21562659595484188,0.12399270722339698,0.17236941442571788,0.16616117148651602,0.2833412030679863,0.29283054262011343,0.3811324946421646,0.3587959386730883,0.21602338409574984,0.22379170988766203,0.1828653638995654,0.46803010711151577,0.5278442402277759,1.0,0.13579348749035036,0.37603323061314037,0.49532645713867135,0.3039917076480742,0.2803456283095201,0.11226627138130901,0.36854366708692643,0.45731446939188053,0.15808284645930162,0.30335958129649937,0.13917912521116912,0.357891922733545,0.2814430045249309,0.2871056708637526,0.31593269156334797,0.3677632731678283,0.18773325463471963,0.1748216652801098,0.28147248495055754,0.1989336284699597,0.28034003859073786,0.435555769904789,0.325193222741893,0.3838630816742622,0.176441422681893,0.16432143414796554,0.1971211301958406,0.18885455816347219,0.4281627829707785,0.4029136754476541,0.1349801296261503,0.21357380477157958,0.13346736278899168,0.19256114858645715,0.33921808912940976,0.103920174817475,0.2970972722945766,0.3520792401506108,0.2664455122074616,0.2737305375684378,0.4489158768841751,0.2093095290522674,0.30385192231886526,0.2369669682673346,0.16606309703825783,0.26557072914412033
BERGEPAINT,0.12391555880457834,0.1250626106341858,0.30855918157602785,0.0712166853740786,0.19735681201714386,0.18116302150622351,0.2091185232997797,0.021941740794163847,0.11749262565255594,0.12872411681586873,0.2604834214509319,0.10787180121815455,0.19020328009769805,0.21276405009283064,0.14256556187345493,0.24192772906657903,0.13938103104595168,0.1686951138297759,0.08206850544170075,0.09051897261359411,0.15056781787828913,0.15973589071424896,0.1883836529993659,0.17615360332715913,0.1300906837144941,0.24694729159143292,0.05148523845815635,0.16480359363210495,0.1765494841904095,0.11579909425721571,0.1397629680772746,0.0928087242010938,0.12785236292520022,0.2335078497752111,0.07977073412835725,0.1519599230780356,0.19680206036842063,0.49025345758990574,0.11718485505614862,0.1935747126071796,0.1342790021628462,0.12825209488029035,0.31309927815425614,0.11778341089869483,0.15197526868053482,0.18140632324178138,0.14832615463676763,0.10338968125148582,0.22440602986652824,0.16069881883288847,0.18898388249518525,0.2220043030514851,0.1413971578939973,0.18463194928445378,0.23991099507540445,0.14991593570023448,0.1098789716893497,0.25918125297409467,0.1506069293039609,0.10624696858919809,0.2001766721190221,0.13579348749035036,1.0,0.14891627238748945,0.2053614737861894,0.1670962593931712,0.0931919462128415,0.18628550980219816,0.17677120682212974,0.19652362497458545,0.11479067070555275,0.200245724785879,0.17034056618720295,0.21916947809284262,0.16783555292040744,0.1715163601069754,0.10276708195535478,0.13954499372073662,0.09847543776039723,0.14294612778407148,0.13578024386275314,0.06803227201545672,0.1516695920487552,0.21603590156837335,0.16638468610961207,0.14716236576986572,0.09392209553682843,0.057386480257889734,0.18064590161617936,0.17782295976529358,0.15970796399225673,0.23917135356733557,0.09499348919075015,0.1515623238454491,0.1803596137386109,0.11405264281816754,0.18687499521906775,0.06358517498268956,0.2704021610329382,0.13751387485313118,0.23231209331409203,0.0992776351678672,0.1253860282313118,0.1396074997951956,0.20807992767451367,0.0768582533623424,0.06549414560205608,0.1742452180366634
BHARATFORG,0.24929912614478736,0.18905457470756287,0.36882147965423184,0.14515709873116733,0.39383418025690853,0.14600368402688166,0.4357887706600695,0.1587568992198315,0.38311831423690773,0.32523112835259027,0.3459787630998043,0.25941337769408324,0.2654201562061355,0.27201972094511484,0.26200144080366683,0.33395416492512503,0.2684772795537236,0.3039880887662747,0.20311171909599413,0.15452537273036446,0.19484617420227898,0.22774658624810934,0.2658245892002072,0.23667111315860778,0.24422452735219205,0.327642488672873,0.1623389119150091,0.3087283408066133,0.2748498289146685,0.2104021218117488,0.282581221201932,0.1725884073264156,0.1902926896230654,0.29335443818420115,0.19013580304129787,0.2538056334120056,0.4601992149689588,0.12232378699677243,0.13557344032385535,0.2777695718699422,0.17939555861099937,0.22867700816844805,0.3149556304165757,0.15928330741712413,0.2784306120882148,0.2314265598166969,0.32065544179859823,0.2668925045999414,0.2639747194817785,0.1927380029971581,0.22748826051050314,0.3290905648456882,0.3380886160393019,0.3959400140438157,0.4076216430385205,0.3466813675397854,0.2364752910053541,0.2073166880578106,0.14778958251025995,0.40134058207726636,0.4744047961323086,0.37603323061314037,0.14891627238748945,1.0,0.4479153700312244,0.29972268696662463,0.2641088965783169,0.07585772015263248,0.3591940629095914,0.34531582502561803,0.15853713219113277,0.338982175345544,0.15368035612690853,0.44186795834452786,0.25542022708875045,0.3388279961912219,0.236115953499355,0.2446943530049349,0.20594940451866794,0.21665690231108276,0.20855859029318594,0.19126788299426997,0.22531986841469284,0.45102532550730823,0.3305762610335229,0.29436417524859443,0.16386032213840399,0.1746360503984607,0.22237184702823026,0.2546633644328303,0.3528662817768485,0.3995451396651779,0.15943289830031587,0.2601848388057647,0.11272175355553071,0.1631218582237804,0.3781916663905566,0.0845415490898578,0.2850949849917788,0.29738453143581894,0.3207071989867028,0.2501459806389075,0.33906482904707314,0.2277941444612846,0.3225080763008026,0.1728795354839858,0.1351857441343419,0.2099898686624862
BHEL,0.23736890085216544,0.19729679222964983,0.38363223764831034,0.19483633547629528,0.47741769646538795,0.1167618766873357,0.4911401207654375,0.195582133379841,0.4147578015718155,0.35423944635870774,0.47376522853272657,0.38949467460521764,0.3209912391734969,0.35678271578425785,0.3117994690231749,0.45057682605704197,0.34858473356511716,0.4016040706403933,0.20290255262320134,0.10581031639706946,0.2057820333759413,0.1951022698911726,0.29446589945043083,0.29587012136983154,0.2604101759200231,0.4340454890615118,0.19836120683208816,0.4417923775473964,0.3798298226699979,0.25644649795586943,0.36153091260739395,0.18531681294907357,0.18895446084891643,0.3030535940967225,0.23494438310563362,0.2823030545516551,0.4310200576978419,0.15843875312039687,0.16769801062290746,0.3014049381903568,0.15853322000342543,0.2999584204840242,0.2919538632406382,0.15902792093200876,0.27600054736692264,0.29592369311007,0.30603262482272375,0.24067870992051854,0.2531029035015162,0.1350667099771093,0.20554237582327192,0.2706831860720691,0.392239774294163,0.37547385578098136,0.5120503377387596,0.4243724026988336,0.29091835202008487,0.22778110601689658,0.2092002038194934,0.43769628767079005,0.6533073394486317,0.49532645713867135,0.2053614737861894,0.4479153700312244,1.0,0.32775192202300085,0.3285568770250704,0.05104838954492455,0.4238039222354648,0.5588920762753063,0.15902220717884685,0.3658038124516447,0.25004504533341093,0.49118612491849317,0.3047095893781848,0.3878563684472049,0.29059997087037415,0.3375260318825973,0.2358721338507148,0.2600082451928713,0.2786133780978557,0.22029642482625922,0.2960562449382703,0.572272132013688,0.3606795684801529,0.39583774985903414,0.13287205385494208,0.16898968014605378,0.22604431771363082,0.2518316309002632,0.4250346490944347,0.521085032579992,0.19074206333893337,0.2728777226823974,0.1165723382127244,0.1708175802806191,0.4371448945559363,0.10445899185845012,0.3655362268103873,0.4133879535633978,0.38506700175705905,0.2994391143375665,0.36978420983592364,0.2208747269274404,0.37994985403987624,0.19756343054212241,0.23188184266903533,0.2479848356952947
BLS,0.22670635890025387,0.18089623002291147,0.29153101935513087,0.15039745072154048,0.2490830209190146,0.155709408741136,0.2929443539330674,0.14639821720619114,0.2741243454887553,0.2519522551972333,0.3722954345711786,0.3545296095934301,0.2350590717788436,0.27081094513298953,0.2151206856023227,0.33424062820211636,0.23204105065859768,0.30406264343216644,0.18518596384601385,0.1398010690988295,0.24426421824075237,0.1605205642791556,0.26215951676349514,0.2712930725859723,0.18845564577047033,0.3154100133351351,0.08981506980745106,0.3663030881559649,0.29042903592525315,0.2334249149395856,0.2573555128729325,0.23413575665208855,0.15911961690609172,0.22110368199507174,0.18551651707334135,0.2176799613384359,0.2912741706411953,0.13939393054743177,0.11028301839806348,0.2630088790456101,0.10413506764335537,0.22719143604733513,0.28328129503044774,0.13421896295581576,0.14851650175842354,0.23954575368186187,0.21670564366474634,0.18971788493572,0.17291608014668283,0.17849472561101176,0.1666915280176166,0.21962132094177605,0.29432705607643317,0.28030656328920417,0.29382975446499654,0.27977796502328767,0.19125615649589423,0.21445137883657545,0.23537634400979643,0.2987337825957152,0.3489067394274782,0.3039917076480742,0.1670962593931712,0.29972268696662463,0.32775192202300085,1.0,0.23389494075161416,0.13702383617872624,0.30235820251677115,0.36188706417787003,0.19366007212884037,0.26505001030856845,0.17212022868331428,0.2995457282370206,0.3222604187789428,0.1729435433946517,0.24148776448736517,0.2352088931190836,0.16129818394036638,0.21639574122961422,0.19182457297762176,0.16420860076114618,0.33425010689622403,0.33065717089216806,0.27037971193330945,0.34661725858471265,0.18756258736942574,0.1663251975752429,0.19389205051487607,0.1994408496939824,0.27514793653482345,0.33852230593554566,0.16697939864721426,0.25209266107911354,0.1455436379245922,0.1716448349908159,0.31010400849233927,0.07403697017393714,0.2618961325170369,0.2839681899575731,0.2826647211503102,0.2870730378635013,0.2901238794179531,0.22453962607286193,0.2977758824051247,0.17936130163645186,0.16851827148808035,0.15153004549461596
